codigo_distrito,distrito,codigo_concelho,concelho,codigo_freguesia,freguesia,eleitores
4,Bragança,411,Vimioso,41113,Vilar Seco,1976
4,Bragança,411,Vimioso,41114,Vimioso,5701
4,Bragança,411,Vimioso,41115,"União das freguesias de Algoso, Campo de Víboras e Uva",42323
4,Bragança,411,Vimioso,41116,União das freguesias de Caçarelhos e Angueira,28289
4,Bragança,411,Vimioso,41117,União das freguesias de Vale de Frades e Avelanoso,9093
4,Bragança,412,Vinhais,41201,Agrochão,30457
4,Bragança,412,Vinhais,41203,Candedo,12109
4,Bragança,412,Vinhais,41204,Celas,3495
4,Bragança,412,Vinhais,41206,Edral,17249
4,Bragança,412,Vinhais,41207,Edrosa,25044
4,Bragança,412,Vinhais,41208,Ervedosa,21653
4,Bragança,412,Vinhais,41215,Paçó,14071
4,Bragança,412,Vinhais,41216,Penhas Juntas,29999
4,Bragança,412,Vinhais,41219,Rebordelo,21620
4,Bragança,412,Vinhais,41221,Santalha,22318
4,Bragança,412,Vinhais,41226,Tuizelo,25046
4,Bragança,412,Vinhais,41227,Vale das Fontes,18435
4,Bragança,412,Vinhais,41229,Vila Boa de Ousilhão,49483
4,Bragança,412,Vinhais,41230,Vila Verde,27827
4,Bragança,412,Vinhais,41232,Vilar de Ossos,16732
4,Bragança,412,Vinhais,41233,Vilar de Peregrinos,5567
4,Bragança,412,Vinhais,41234,Vilar Seco de Lomba,31022
4,Bragança,412,Vinhais,41235,Vinhais,1470
4,Bragança,412,Vinhais,41236,União das freguesias de Curopos e Vale de Janeiro,49288
4,Bragança,412,Vinhais,41237,União das freguesias de Moimenta e Montouto,35551
4,Bragança,412,Vinhais,41238,União das freguesias de Nunes e Ousilhão,3613
4,Bragança,412,Vinhais,41239,União das freguesias de Quirás e Pinheiro Novo,23135
4,Bragança,412,Vinhais,41240,União das freguesias de Sobreiro de Baixo e Alvaredos,14894
4,Bragança,412,Vinhais,41241,"União das freguesias de Soeira, Fresulfe e Mofreita",42807
4,Bragança,412,Vinhais,41242,União das freguesias de Travanca e Santa Cruz,4696
4,Bragança,412,Vinhais,41243,União das freguesias de Vilar de Lomba e São Jomil,42913
5,Castelo Branco,501,Belmonte,50102,Caria,2838
5,Castelo Branco,501,Belmonte,50104,Inguias,49629
5,Castelo Branco,501,Belmonte,50105,Maçainhas,2233
5,Castelo Branco,501,Belmonte,50106,União das freguesias de Belmonte e Colmeal da Torre,16405
5,Castelo Branco,502,Castelo Branco,50201,Alcains,13265
5,Castelo Branco,502,Castelo Branco,50202,Almaceda,1535
5,Castelo Branco,502,Castelo Branco,50203,Benquerenças,40919
5,Castelo Branco,502,Castelo Branco,50205,Castelo Branco,10186
5,Castelo Branco,502,Castelo Branco,50211,Lardosa,15833
5,Castelo Branco,502,Castelo Branco,50212,Louriçal do Campo,8472
5,Castelo Branco,502,Castelo Branco,50214,Malpica do Tejo,31235
5,Castelo Branco,502,Castelo Branco,50216,Monforte da Beira,44073
5,Castelo Branco,502,Castelo Branco,50220,Salgueiro do Campo,7696
5,Castelo Branco,502,Castelo Branco,50221,Santo André das Tojeiras,37160
5,Castelo Branco,502,Castelo Branco,50222,São Vicente da Beira,14484
5,Castelo Branco,502,Castelo Branco,50223,Sarzedas,30676
5,Castelo Branco,502,Castelo Branco,50225,Tinalhas,46040
5,Castelo Branco,502,Castelo Branco,50226,União das freguesias de Cebolais de Cima e Retaxo,16993
5,Castelo Branco,502,Castelo Branco,50227,União das freguesias de Escalos de Baixo e Mata,24375
5,Castelo Branco,502,Castelo Branco,50228,União das freguesias de Escalos de Cima e Lousa,11196
5,Castelo Branco,502,Castelo Branco,50229,União das freguesias de Freixial e Juncal do Campo,39907
5,Castelo Branco,502,Castelo Branco,50230,União das freguesias de Ninho do Açor e Sobral do Campo,39996
5,Castelo Branco,502,Castelo Branco,50231,União das freguesias de Póvoa de Rio de Moinhos e Cafede,49216
5,Castelo Branco,503,Covilhã,50302,Aldeia de São Francisco de Assis,47278
5,Castelo Branco,503,Covilhã,50305,Boidobra,7706
5,Castelo Branco,503,Covilhã,50308,Cortes do Meio,10932
5,Castelo Branco,503,Covilhã,50309,Dominguizo,20584
5,Castelo Branco,503,Covilhã,50310,Erada,7284
5,Castelo Branco,503,Covilhã,50311,Ferro,38124
5,Castelo Branco,503,Covilhã,50312,Orjais,1882
5,Castelo Branco,503,Covilhã,50314,Paul,20644
5,Castelo Branco,503,Covilhã,50315,Peraboa,37935
5,Castelo Branco,503,Covilhã,50318,São Jorge da Beira,44590
5,Castelo Branco,503,Covilhã,50322,Sobral de São Miguel,24796
5,Castelo Branco,503,Covilhã,50324,Tortosendo,26195
5,Castelo Branco,503,Covilhã,50325,Unhais da Serra,47059
5,Castelo Branco,503,Covilhã,50327,Verdelhos,13197
5,Castelo Branco,503,Covilhã,50332,União das freguesias de Barco e Coutada,5180
5,Castelo Branco,503,Covilhã,50333,União das freguesias de Cantar-Galo e Vila do Carvalho,39003
5,Castelo Branco,503,Covilhã,50334,União das freguesias de Casegas e Ourondo,45460
5,Castelo Branco,503,Covilhã,50335,União das freguesias de Covilhã e Canhoso,41306
5,Castelo Branco,503,Covilhã,50336,União das freguesias de Peso e Vales do Rio,16115
5,Castelo Branco,503,Covilhã,50337,União das freguesias de Teixoso e Sarzedo,6878
5,Castelo Branco,503,Covilhã,50338,União das freguesias de Vale Formoso e Aldeia do Souto,45891
5,Castelo Branco,504,Fundão,50401,Alcaide,19964
5,Castelo Branco,504,Fundão,50402,Alcaria,45043
5,Castelo Branco,504,Fundão,50403,Alcongosta,39548
5,Castelo Branco,504,Fundão,50406,Alpedrinha,8133
5,Castelo Branco,504,Fundão,50408,Barroca,37288
5,Castelo Branco,504,Fundão,50410,Bogas de Cima,2891
5,Castelo Branco,504,Fundão,50411,Capinha,22954
5,Castelo Branco,504,Fundão,50412,Castelejo,35113
5,Castelo Branco,504,Fundão,50413,Castelo Novo,28274
5,Castelo Branco,504,Fundão,50416,Fatela,43553
5,Castelo Branco,504,Fundão,50419,Lavacolhos,24485
5,Castelo Branco,504,Fundão,50420,Orca,4719
5,Castelo Branco,504,Fundão,50421,Pêro Viseu,33358
5,Castelo Branco,504,Fundão,50424,Silvares,42637
5,Castelo Branco,504,Fundão,50425,Soalheira,22562
5,Castelo Branco,504,Fundão,50426,Souto da Casa,1029
5,Castelo Branco,504,Fundão,50427,Telhado,27728
5,Castelo Branco,504,Fundão,50431,Enxames,32325
5,Castelo Branco,504,Fundão,50432,Três Povos,7116
5,Castelo Branco,504,Fundão,50433,União das freguesias de Janeiro de Cima e Bogas de Baixo,28611
5,Castelo Branco,504,Fundão,50434,"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",23936
5,Castelo Branco,504,Fundão,50435,União das freguesias de Póvoa de Atalaia e Atalaia do Campo,41853
5,Castelo Branco,504,Fundão,50436,União das freguesias de Vale de Prazeres e Mata da Rainha,30329
5,Castelo Branco,505,Idanha-a-Nova,50502,Aldeia de Santa Margarida,46554
5,Castelo Branco,505,Idanha-a-Nova,50505,Ladoeiro,10226
5,Castelo Branco,505,Idanha-a-Nova,50506,Medelim,28740
5,Castelo Branco,505,Idanha-a-Nova,50509,Oledo,11743
5,Castelo Branco,505,Idanha-a-Nova,50510,Penha Garcia,48290
5,Castelo Branco,505,Idanha-a-Nova,50511,Proença-a-Velha,34393
5,Castelo Branco,505,Idanha-a-Nova,50512,Rosmaninhal,42828
5,Castelo Branco,505,Idanha-a-Nova,50514,São Miguel de Acha,17900
5,Castelo Branco,505,Idanha-a-Nova,50516,Toulões,40564
5,Castelo Branco,505,Idanha-a-Nova,50518,União das freguesias de Idanha-a-Nova e Alcafozes,35469
5,Castelo Branco,505,Idanha-a-Nova,50519,União das freguesias de Monfortinho e Salvaterra do Extremo,31886
5,Castelo Branco,505,Idanha-a-Nova,50520,União das freguesias de Monsanto e Idanha-a-Velha,30665
5,Castelo Branco,505,Idanha-a-Nova,50521,União das freguesias de Zebreira e Segura,28745
5,Castelo Branco,506,Oleiros,50601,Álvaro,48108
5,Castelo Branco,506,Oleiros,50603,Cambas,39028
5,Castelo Branco,506,Oleiros,50605,Isna,17789
5,Castelo Branco,506,Oleiros,50606,Madeirã,21322
5,Castelo Branco,506,Oleiros,50607,Mosteiro,16288
5,Castelo Branco,506,Oleiros,50609,Orvalho,5879
5,Castelo Branco,506,Oleiros,50610,Sarnadas de São Simão,18479
5,Castelo Branco,506,Oleiros,50611,Sobral,29743
5,Castelo Branco,506,Oleiros,50613,Estreito-Vilar Barroco,16181
5,Castelo Branco,506,Oleiros,50614,Oleiros-Amieira,49383
5,Castelo Branco,507,Penamacor,50704,Aranhas,30655
5,Castelo Branco,507,Penamacor,50706,Benquerença,37545
5,Castelo Branco,507,Penamacor,50707,Meimão,40198
5,Castelo Branco,507,Penamacor,50708,Meimoa,43990
5,Castelo Branco,507,Penamacor,50710,Penamacor,25037
5,Castelo Branco,507,Penamacor,50711,Salvador,22246
5,Castelo Branco,507,Penamacor,50712,Vale da Senhora da Póvoa,2080
5,Castelo Branco,507,Penamacor,50713,"União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires",32594
5,Castelo Branco,507,Penamacor,50714,União das freguesias de Pedrógão de São Pedro e Bemposta,21500
5,Castelo Branco,508,Proença-a-Nova,50802,Montes da Senhora,12117
5,Castelo Branco,508,Proença-a-Nova,50805,São Pedro do Esteval,32152
5,Castelo Branco,508,Proença-a-Nova,50807,União das freguesias de Proença-a-Nova e Peral,14101
5,Castelo Branco,508,Proença-a-Nova,50808,União das freguesias de Sobreira Formosa e Alvito da Beira,23453
5,Castelo Branco,509,Sertã,50901,Cabeçudo,17131
5,Castelo Branco,509,Sertã,50902,Carvalhal,22504
5,Castelo Branco,509,Sertã,50903,Castelo,18527
5,Castelo Branco,509,Sertã,50911,Pedrógão Pequeno,39269
5,Castelo Branco,509,Sertã,50912,Sertã,46152
5,Castelo Branco,509,Sertã,50913,Troviscal,18305
5,Castelo Branco,509,Sertã,50914,Várzea dos Cavaleiros,36624
5,Castelo Branco,509,Sertã,50915,"União das freguesias de Cernache do Bonjardim, Nesperal e Palhais",865
5,Castelo Branco,509,Sertã,50916,União das freguesias de Cumeada e Marmeleiro,34057
5,Castelo Branco,509,Sertã,50917,União das freguesias de Ermida e Figueiredo,12721
5,Castelo Branco,510,Vila de Rei,51001,Fundada,5810
5,Castelo Branco,510,Vila de Rei,51002,São João do Peso,16017
5,Castelo Branco,510,Vila de Rei,51003,Vila de Rei,47390
5,Castelo Branco,511,Vila Velha de Ródão,51101,Fratel,26835
5,Castelo Branco,511,Vila Velha de Ródão,51102,Perais,32219
5,Castelo Branco,511,Vila Velha de Ródão,51103,Sarnadas de Ródão,36584
5,Castelo Branco,511,Vila Velha de Ródão,51104,Vila Velha de Ródão,49887
6,Coimbra,601,Arganil,60102,Arganil,15949
6,Coimbra,601,Arganil,60104,Benfeita,45459
6,Coimbra,601,Arganil,60105,Celavisa,31401
6,Coimbra,601,Arganil,60109,Folques,42529
6,Coimbra,601,Arganil,60111,Piódão,46851
6,Coimbra,601,Arganil,60112,Pomares,32366
6,Coimbra,601,Arganil,60113,Pombeiro da Beira,29571
6,Coimbra,601,Arganil,60114,São Martinho da Cortiça,1330
6,Coimbra,601,Arganil,60115,Sarzedo,6298
6,Coimbra,601,Arganil,60116,Secarias,19483
6,Coimbra,601,Arganil,60119,União das freguesias de Cepos e Teixeira,14722
6,Coimbra,601,Arganil,60120,União das freguesias de Cerdeira e Moura da Serra,26702
6,Coimbra,601,Arganil,60121,União das freguesias de Côja e Barril de Alva,45536
6,Coimbra,601,Arganil,60122,União das freguesias de Vila Cova de Alva e Anseriz,16145
6,Coimbra,602,Cantanhede,60201,Ançã,20267
6,Coimbra,602,Cantanhede,60203,Cadima,43713
6,Coimbra,602,Cantanhede,60205,Cordinhã,38312
6,Coimbra,602,Cantanhede,60207,Febres,24384
6,Coimbra,602,Cantanhede,60208,Murtede,31215
6,Coimbra,602,Cantanhede,60209,Ourentã,36472
6,Coimbra,602,Cantanhede,60214,Tocha,34994
6,Coimbra,602,Cantanhede,60215,São Caetano,22728
6,Coimbra,602,Cantanhede,60218,Sanguinheira,28085
6,Coimbra,602,Cantanhede,60220,União das freguesias de Cantanhede e Pocariça,49085
6,Coimbra,602,Cantanhede,60221,União das freguesias de Covões e Camarneira,36270
6,Coimbra,602,Cantanhede,60222,União das freguesias de Portunhos e Outil,21878
6,Coimbra,602,Cantanhede,60223,União das freguesias de Sepins e Bolho,23256
6,Coimbra,602,Cantanhede,60224,União das freguesias de Vilamar e Corticeiro de Cima,46262
6,Coimbra,603,Coimbra,60301,Almalaguês,29936
6,Coimbra,603,Coimbra,60309,Brasfemes,17954
6,Coimbra,603,Coimbra,60311,Ceira,20294
6,Coimbra,603,Coimbra,60312,Cernache,16675
6,Coimbra,603,Coimbra,60318,Santo António dos Olivais,15308
6,Coimbra,603,Coimbra,60320,São João do Campo,8107
6,Coimbra,603,Coimbra,60324,São Silvestre,47470
6,Coimbra,603,Coimbra,60329,Torres do Mondego,12821
6,Coimbra,603,Coimbra,60332,União das freguesias de Antuzede e Vil de Matos,20879
6,Coimbra,603,Coimbra,60333,União das freguesias de Assafarge e Antanhol,8035
6,Coimbra,603,Coimbra,60334,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",48885
6,Coimbra,603,Coimbra,60335,União das freguesias de Eiras e São Paulo de Frades,35318
6,Coimbra,603,Coimbra,60336,União das freguesias de Santa Clara e Castelo Viegas,45430
6,Coimbra,603,Coimbra,60337,União das freguesias de São Martinho de Árvore e Lamarosa,12333
6,Coimbra,603,Coimbra,60338,União das freguesias de São Martinho do Bispo e Ribeira de Frades,12752
6,Coimbra,603,Coimbra,60339,União das freguesias de Souselas e Botão,14380
6,Coimbra,603,Coimbra,60340,"União das freguesias de Taveiro, Ameal e Arzila",48605
6,Coimbra,603,Coimbra,60341,União das freguesias de Trouxemil e Torre de Vilela,31932
6,Coimbra,604,Condeixa-a-Nova,60401,Anobra,18320
6,Coimbra,604,Condeixa-a-Nova,60406,Ega,47686
6,Coimbra,604,Condeixa-a-Nova,60407,Furadouro,38839
6,Coimbra,604,Condeixa-a-Nova,60410,Zambujal,34582
6,Coimbra,604,Condeixa-a-Nova,60411,União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova,39311
6,Coimbra,604,Condeixa-a-Nova,60412,União das freguesias de Sebal e Belide,18746
6,Coimbra,604,Condeixa-a-Nova,60413,União das freguesias de Vila Seca e Bem da Fé,6788
6,Coimbra,605,Figueira da Foz,60502,Alqueidão,12921
6,Coimbra,605,Figueira da Foz,60507,Maiorca,19614
6,Coimbra,605,Figueira da Foz,60508,Marinha das Ondas,15108
6,Coimbra,605,Figueira da Foz,60512,Tavarede,23850
6,Coimbra,605,Figueira da Foz,60513,Vila Verde,11959
6,Coimbra,605,Figueira da Foz,60514,São Pedro,20009
6,Coimbra,605,Figueira da Foz,60515,Bom Sucesso,1127
6,Coimbra,605,Figueira da Foz,60518,Moinhos da Gândara,46600
6,Coimbra,605,Figueira da Foz,60519,Alhadas,35205
6,Coimbra,605,Figueira da Foz,60520,Buarcos e São Julião,8495
6,Coimbra,605,Figueira da Foz,60521,Ferreira-a-Nova,18177
6,Coimbra,605,Figueira da Foz,60522,Lavos,3182
6,Coimbra,605,Figueira da Foz,60523,Paião,3773
6,Coimbra,605,Figueira da Foz,60524,Quiaios,36464
6,Coimbra,606,Góis,60601,Alvares,19345
6,Coimbra,606,Góis,60604,Góis,45905
6,Coimbra,606,Góis,60605,Vila Nova do Ceira,8475
6,Coimbra,606,Góis,60606,União das freguesias de Cadafaz e Colmeal,42003
6,Coimbra,607,Lousã,60704,Serpins,49534
6,Coimbra,607,Lousã,60706,Gândaras,32370
6,Coimbra,607,Lousã,60707,União das freguesias de Foz de Arouce e Casal de Ermio,6923
6,Coimbra,607,Lousã,60708,União das freguesias de Lousã e Vilarinho,1003
6,Coimbra,608,Mira,60801,Mira,37821
6,Coimbra,608,Mira,60802,Seixo,18834
6,Coimbra,608,Mira,60803,Carapelhos,30962
6,Coimbra,608,Mira,60804,Praia de Mira,31573
6,Coimbra,609,Miranda do Corvo,60901,Lamas,29066
6,Coimbra,609,Miranda do Corvo,60902,Miranda do Corvo,22528
6,Coimbra,609,Miranda do Corvo,60905,Vila Nova,12282
6,Coimbra,609,Miranda do Corvo,60906,União das freguesias de Semide e Rio Vide,3567
6,Coimbra,610,Montemor-o-Velho,61002,Arazede,16746
6,Coimbra,610,Montemor-o-Velho,61003,Carapinheira,31508
6,Coimbra,610,Montemor-o-Velho,61005,Liceia,7676
6,Coimbra,610,Montemor-o-Velho,61006,Meãs do Campo,4482
6,Coimbra,610,Montemor-o-Velho,61008,Pereira,26460
6,Coimbra,610,Montemor-o-Velho,61009,Santo Varão,32427
6,Coimbra,610,Montemor-o-Velho,61010,Seixo de Gatões,5055
6,Coimbra,610,Montemor-o-Velho,61011,Tentúgal,38015
6,Coimbra,610,Montemor-o-Velho,61014,Ereira,41451
6,Coimbra,610,Montemor-o-Velho,61015,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca",45187
6,Coimbra,610,Montemor-o-Velho,61016,União das freguesias de Montemor-o-Velho e Gatões,3713
6,Coimbra,611,Oliveira do Hospital,61101,Aldeia das Dez,10143
6,Coimbra,611,Oliveira do Hospital,61102,Alvoco das Várzeas,9977
6,Coimbra,611,Oliveira do Hospital,61103,Avô,37086
6,Coimbra,611,Oliveira do Hospital,61104,Bobadela,20112
6,Coimbra,611,Oliveira do Hospital,61106,Lagares,5782
6,Coimbra,611,Oliveira do Hospital,61109,Lourosa,16465
6,Coimbra,611,Oliveira do Hospital,61110,Meruge,7962
6,Coimbra,611,Oliveira do Hospital,61111,Nogueira do Cravo,36773
6,Coimbra,611,Oliveira do Hospital,61115,São Gião,27474
6,Coimbra,611,Oliveira do Hospital,61118,Seixo da Beira,39935
6,Coimbra,611,Oliveira do Hospital,61119,Travanca de Lagos,39267
6,Coimbra,611,Oliveira do Hospital,61122,União das freguesias de Ervedal e Vila Franca da Beira,40728
6,Coimbra,611,Oliveira do Hospital,61123,União das freguesias de Lagos da Beira e Lajeosa,14990
6,Coimbra,611,Oliveira do Hospital,61124,União das freguesias de Oliveira do Hospital e São Paio de Gramaços,34447
6,Coimbra,611,Oliveira do Hospital,61125,União das freguesias de Penalva de Alva e São Sebastião da Feira,25128
6,Coimbra,611,Oliveira do Hospital,61126,União das freguesias de Santa Ovaia e Vila Pouca da Beira,29724
6,Coimbra,612,Pampilhosa da Serra,61201,Cabril,29214
6,Coimbra,612,Pampilhosa da Serra,61202,Dornelas do Zêzere,19687
6,Coimbra,612,Pampilhosa da Serra,61204,Janeiro de Baixo,38769
6,Coimbra,612,Pampilhosa da Serra,61206,Pampilhosa da Serra,28303
6,Coimbra,612,Pampilhosa da Serra,61207,Pessegueiro,20213
6,Coimbra,612,Pampilhosa da Serra,61209,Unhais-o-Velho,37465
6,Coimbra,612,Pampilhosa da Serra,61211,Fajão-Vidual,40899
6,Coimbra,612,Pampilhosa da Serra,61212,Portela do Fojo-Machio,4147
6,Coimbra,613,Penacova,61301,Carvalho,40152
6,Coimbra,613,Penacova,61302,Figueira de Lorvão,48702
6,Coimbra,613,Penacova,61304,Lorvão,6703
6,Coimbra,613,Penacova,61307,Penacova,13817
6,Coimbra,613,Penacova,61310,Sazes do Lorvão,41193
6,Coimbra,613,Penacova,61312,União das freguesias de Friúmes e Paradela,14029
6,Coimbra,613,Penacova,61313,União das freguesias de Oliveira do Mondego e Travanca do Mondego,17543
6,Coimbra,613,Penacova,61314,União das freguesias de São Pedro de Alva e São Paio de Mondego,43481
6,Coimbra,614,Penela,61401,Cumeeira,5520
6,Coimbra,614,Penela,61402,Espinhal,10492
6,Coimbra,614,Penela,61403,Podentes,15919
6,Coimbra,614,Penela,61407,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal",11591
6,Coimbra,615,Soure,61501,Alfarelos,36375
6,Coimbra,615,Soure,61504,Figueiró do Campo,5119
6,Coimbra,615,Soure,61506,Granja do Ulmeiro,10458
6,Coimbra,615,Soure,61508,Samuel,375
6,Coimbra,615,Soure,61509,Soure,26972
6,Coimbra,615,Soure,61510,Tapéus,29724
6,Coimbra,615,Soure,61511,Vila Nova de Anços,45378
6,Coimbra,615,Soure,61512,Vinha da Rainha,39116
6,Coimbra,615,Soure,61513,União das freguesias de Degracias e Pombalinho,30996
6,Coimbra,615,Soure,61514,União das freguesias de Gesteira e Brunhós,19287
6,Coimbra,616,Tábua,61602,Candosa,2339
6,Coimbra,616,Tábua,61603,Carapinha,15370
6,Coimbra,616,Tábua,61608,Midões,19081
6,Coimbra,616,Tábua,61609,Mouronho,46531
6,Coimbra,616,Tábua,61611,Póvoa de Midões,18728
6,Coimbra,616,Tábua,61612,São João da Boa Vista,46270
6,Coimbra,616,Tábua,61614,Tábua,29955
6,Coimbra,616,Tábua,61616,União das freguesias de Ázere e Covelo,4864
6,Coimbra,616,Tábua,61617,União das freguesias de Covas e Vila Nova de Oliveirinha,45248
6,Coimbra,616,Tábua,61618,União das freguesias de Espariz e Sinde,15497
6,Coimbra,616,Tábua,61619,União das freguesias de Pinheiro de Coja e Meda de Mouros,17537
6,Coimbra,617,Vila Nova de Poiares,61701,Arrifana,41163
6,Coimbra,617,Vila Nova de Poiares,61702,Lavegadas,38852
6,Coimbra,617,Vila Nova de Poiares,61703,Poiares (Santo André),43531
6,Coimbra,617,Vila Nova de Poiares,61704,São Miguel de Poiares,13164
7,Évora,701,Alandroal,70103,Santiago Maior,28061
7,Évora,701,Alandroal,70104,Capelins (Santo António),7721
7,Évora,701,Alandroal,70105,Terena (São Pedro),35888
7,Évora,701,Alandroal,70107,"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",14933
7,Évora,702,Arraiolos,70201,Arraiolos,42643
7,Évora,702,Arraiolos,70202,Igrejinha,9964
7,Évora,702,Arraiolos,70206,Vimieiro,17608
7,Évora,702,Arraiolos,70208,União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,9521
7,Évora,702,Arraiolos,70209,União das freguesias de São Gregório e Santa Justa,4879
7,Évora,703,Borba,70301,Borba (Matriz),4108
7,Évora,703,Borba,70302,Orada,11073
7,Évora,703,Borba,70303,Rio de Moinhos,20359
7,Évora,703,Borba,70304,Borba (São Bartolomeu),39196
7,Évora,704,Estremoz,70401,Arcos,49283
7,Évora,704,Estremoz,70402,Glória,37503
7,Évora,704,Estremoz,70404,Évora Monte (Santa Maria),19114
7,Évora,704,Estremoz,70411,São Domingos de Ana Loura,28980
7,Évora,704,Estremoz,70413,Veiros,8349
7,Évora,704,Estremoz,70414,União das freguesias de Estremoz (Santa Maria e Santo André),30916
7,Évora,704,Estremoz,70415,União das freguesias de São Bento do Cortiço e Santo Estêvão,45333
7,Évora,704,Estremoz,70416,União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,20128
7,Évora,704,Estremoz,70417,União das freguesias do Ameixial (Santa Vitória e São Bento),46057
7,Évora,705,Évora,70502,Nossa Senhora da Graça do Divor,26578
7,Évora,705,Évora,70503,Nossa Senhora de Machede,18041
7,Évora,705,Évora,70506,São Bento do Mato,32998
7,Évora,705,Évora,70509,São Miguel de Machede,35588
7,Évora,705,Évora,70513,Torre de Coelheiros,32561
7,Évora,705,Évora,70515,Canaviais,28888
7,Évora,705,Évora,70522,União das freguesias de Bacelo e Senhora da Saúde,5471
7,Évora,705,Évora,70523,"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",39392
7,Évora,705,Évora,70524,União das freguesias de Malagueira e Horta das Figueiras,2812
7,Évora,705,Évora,70525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,28513
7,Évora,705,Évora,70526,União das freguesias de São Manços e São Vicente do Pigeiro,48338
7,Évora,705,Évora,70527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,21323
7,Évora,706,Montemor-o-Novo,70601,Cabrela,39764
7,Évora,706,Montemor-o-Novo,70605,Santiago do Escoural,16608
7,Évora,706,Montemor-o-Novo,70606,São Cristóvão,1895
7,Évora,706,Montemor-o-Novo,70607,Ciborro,6185
7,Évora,706,Montemor-o-Novo,70610,Foros de Vale de Figueira,15202
7,Évora,706,Montemor-o-Novo,70611,União das freguesias de Cortiçadas de Lavre e Lavre,44390
7,Évora,706,Montemor-o-Novo,70612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",37896
7,Évora,707,Mora,70701,Brotas,38677
7,Évora,707,Mora,70702,Cabeção,1559
7,Évora,707,Mora,70703,Mora,44258
7,Évora,707,Mora,70704,Pavia,17862
7,Évora,708,Mourão,70801,Granja,37964
7,Évora,708,Mourão,70802,Luz,2836
7,Évora,708,Mourão,70803,Mourão,49762
7,Évora,709,Portel,70903,Monte do Trigo,11681
7,Évora,709,Portel,70905,Portel,31034
7,Évora,709,Portel,70906,Santana,34210
7,Évora,709,Portel,70908,Vera Cruz,42897
7,Évora,709,Portel,70909,União das freguesias de Amieira e Alqueva,29181
7,Évora,709,Portel,70910,União das freguesias de São Bartolomeu do Outeiro e Oriola,18429
7,Évora,710,Redondo,71001,Montoito,12094
7,Évora,710,Redondo,71002,Redondo,38560
7,Évora,711,Reguengos de Monsaraz,71102,Corval,28766
7,Évora,711,Reguengos de Monsaraz,71103,Monsaraz,41801
7,Évora,711,Reguengos de Monsaraz,71104,Reguengos de Monsaraz,32425
7,Évora,711,Reguengos de Monsaraz,71106,União das freguesias de Campo e Campinho,6179
7,Évora,712,Vendas Novas,71201,Vendas Novas,31002
7,Évora,712,Vendas Novas,71202,Landeira,23003
7,Évora,713,Viana do Alentejo,71301,Alcáçovas,26961
7,Évora,713,Viana do Alentejo,71302,Viana do Alentejo,22043
7,Évora,713,Viana do Alentejo,71303,Aguiar,21240
7,Évora,714,Vila Viçosa,71401,Bencatel,44117
7,Évora,714,Vila Viçosa,71402,Ciladas,7055
7,Évora,714,Vila Viçosa,71404,Pardais,10739
7,Évora,714,Vila Viçosa,71406,Nossa Senhora da Conceição e São Bartolomeu,21814
8,Faro,801,Albufeira,80102,Guia,27177
8,Faro,801,Albufeira,80103,Paderne,45660
8,Faro,801,Albufeira,80104,Ferreiras,32671
8,Faro,801,Albufeira,80106,Albufeira e Olhos de Água,19088
8,Faro,802,Alcoutim,80202,Giões,43623
8,Faro,802,Alcoutim,80203,Martim Longo,26444
8,Faro,802,Alcoutim,80205,Vaqueiros,36251
8,Faro,802,Alcoutim,80206,União das freguesias de Alcoutim e Pereiro,2604
8,Faro,803,Aljezur,80301,Aljezur,30007
8,Faro,803,Aljezur,80302,Bordeira,5971
8,Faro,803,Aljezur,80303,Odeceixe,20812
8,Faro,803,Aljezur,80304,Rogil,16741
8,Faro,804,Castro Marim,80401,Azinhal,21386
8,Faro,804,Castro Marim,80402,Castro Marim,7797
8,Faro,804,Castro Marim,80403,Odeleite,26688
8,Faro,804,Castro Marim,80404,Altura,33924
8,Faro,805,Faro,80503,Santa Bárbara de Nexe,275
8,Faro,805,Faro,80506,Montenegro,43300
8,Faro,805,Faro,80507,União das freguesias de Conceição e Estoi,35759
8,Faro,805,Faro,80508,União das freguesias de Faro (Sé e São Pedro),30476
8,Faro,806,Lagoa,80602,Ferragudo,27282
8,Faro,806,Lagoa,80604,Porches,3752
8,Faro,806,Lagoa,80607,União das freguesias de Estômbar e Parchal,12493
8,Faro,806,Lagoa,80608,União das freguesias de Lagoa e Carvoeiro,34176
8,Faro,807,Lagos,80703,Luz,23909
